indicator,region,year,gender,primary value,absolute value
683,209,2015,total,9.7,87
683,20,2015,total,7.2,8914
683,37,2015,total,12.3,551
683,834,2015,total,9.9,37892
683,115,2015,total,9.5,211
683,84,2015,total,13.9,614
683,52,2015,total,10.4,650
683,318,2015,total,13.0,291
683,586,2015,total,10.7,1291
683,616,2015,total,10.4,20276
683,271,2015,total,7.6,373
683,288,2015,total,8.8,818
683,301,2015,total,17.7,362
683,5,2015,total,13.0,900
683,179,2015,total,10.1,489
683,224,2015,total,11.2,239
683,413,2015,total,9.4,9596
683,336,2015,total,9.9,629
683,568,2015,total,12.1,8426
683,978,2015,total,9.6,24631
683,274,2015,total,10.6,144
683,259,2015,total,11.7,672
683,539,2015,total,10.5,5383
683,351,2015,total,10.7,1201
683,837,2015,total,10.7,25722
683,55,2015,total,9.8,2437
683,554,2015,total,13.3,1274
683,492,2015,total,10.7,28096
683,19,2015,total,11.8,141
683,70,2015,total,11.8,334
683,427,2015,total,16.1,710
683,583,2015,total,12.8,1026
683,69,2015,total,11.4,161
683,504,2015,total,11.6,5260
683,191,2015,total,9.5,173
683,619,2015,total,10.9,7320
683,957,2015,total,9.9,7682
683,144,2015,total,12.6,231
683,495,2015,total,9.9,7682
683,728,2015,total,4.9,791
683,221,2015,total,9.4,469
683,572,2015,total,12.8,1607
683,448,2015,total,11.1,1790
683,242,2015,total,8.7,986
683,525,2015,total,10.6,5619
683,698,2015,total,13.1,2105
683,133,2015,total,8.4,1646
683,347,2015,total,11.5,3407
683,602,2015,total,10.3,13261
683,210,2015,total,5.2,13
683,238,2015,total,10.2,119
683,394,2015,total,12.2,316
683,368,2015,total,11.7,684
683,339,2015,total,9.8,3091
683,551,2015,total,10.3,7322
683,961,2015,total,9.1,4900
683,73,2015,total,10.8,1031
683,213,2015,total,8.9,294
683,397,2015,total,10.2,775
683,292,2015,total,10.2,4844
683,501,2015,total,8.5,7725
683,112,2015,total,13.5,1076
683,141,2015,total,11.4,543
683,23,2015,total,13.5,205
683,445,2015,total,8.6,585
683,421,2015,total,11.7,275
683,498,2015,total,11.9,11483
683,528,2015,total,13.9,1389
683,282,2015,total,11.0,1341
683,312,2015,total,11.9,1607
683,357,2015,total,10.5,608
683,136,2015,total,9.0,317
683,590,2015,total,10.7,3533
683,48,2015,total,11.9,189
683,562,2015,total,11.3,873
683,845,2015,total,8.9,97250
683,63,2015,total,11.9,753
683,620,2015,total,4.9,791
683,45,2015,total,14.0,362
683,183,2015,total,14.5,300
683,200,2015,total,9.1,316
683,231,2015,total,10.5,443
683,610,2015,total,11.9,11483
683,60,2015,total,11.0,1380
683,26,2015,total,5.1,18
683,91,2015,total,9.2,1881
683,12,2015,total,10.7,214
683,609,2015,total,10.9,6942
683,264,2015,total,14.1,316
683,547,2015,total,12.1,3357
683,842,2015,total,10.6,78304
683,139,2015,total,14.2,113
683,173,2015,total,9.7,272
683,375,2015,total,10.6,114
683,589,2015,total,10.9,3588
683,118,2015,total,13.2,747
683,101,2015,total,13.6,136
683,435,2015,total,3.6,10
683,848,2015,total,9.6,45617
683,285,2015,total,13.6,357
683,330,2015,total,12.2,389
683,66,2015,total,9.6,412
683,197,2015,total,12.5,1044
683,972,2015,total,11.9,11483
683,206,2015,total,10.7,504
683,29,2015,total,13.5,491
683,405,2015,total,12.5,267
683,658,2015,total,10.0,290378
683,613,2015,total,12.5,13583
683,30,2015,total,12.3,85
683,261,2015,total,9.3,8011
683,122,2015,total,9.8,1759
683,402,2015,total,9.3,165
683,87,2015,total,13.5,165
683,975,2015,total,9.5,11420
683,387,2015,total,11.3,165
683,797,2015,total,12.9,1952
683,354,2015,total,8.4,284
683,248,2015,total,10.5,1814
683,97,2015,total,9.4,1522
683,956,2015,total,4.9,791
683,252,2015,total,14.1,974
683,284,2015,total,8.4,905
683,541,2015,total,9.6,4809
683,408,2015,total,11.6,1395
683,699,2015,total,4.7,67
683,166,2015,total,10.7,71
683,423,2015,total,13.2,302
683,526,2015,total,9.7,2442
683,346,2015,total,11.8,90
683,558,2015,total,13.2,1617
683,603,2015,total,10.5,10339
683,74,2015,total,10.9,4140
683,794,2015,total,8.9,823
683,384,2015,total,13.8,436
683,564,2015,total,11.7,1565
683,974,2015,total,11.5,16426
683,370,2015,total,11.5,344
683,228,2015,total,10.1,3121
683,305,2015,total,13.9,486
683,24,2015,total,5.6,78
683,111,2015,total,10.1,94
683,369,2015,total,12.3,567
683,962,2015,total,11.6,5260
683,116,2015,total,14.9,241
683,161,2015,total,10.2,6121
683,36,2015,total,9.2,520
683,68,2015,total,8.7,283
683,178,2015,total,9.7,412
683,514,2015,total,9.3,2958
683,266,2015,total,15.0,353
683,587,2015,total,12.6,1987
683,311,2015,total,11.4,544
683,799,2015,total,8.8,2249
683,195,2015,total,13.9,888
683,615,2015,total,10.1,4126
683,403,2015,total,6.3,252
683,576,2015,total,7.8,1987
683,148,2015,total,9.1,118
683,272,2015,total,7.9,55
683,499,2015,total,10.8,15639
683,968,2015,total,10.9,11247
683,44,2015,total,10.4,1353
683,352,2015,total,11.9,243
683,258,2015,total,11.4,89
683,18,2015,total,14.1,144
683,340,2015,total,6.5,67
683,85,2015,total,10.1,6297
683,721,2015,total,12.5,2499
683,296,2015,total,10.5,542
683,234,2015,total,7.6,761
683,323,2015,total,9.5,1473
683,838,2015,total,10.9,11247
683,177,2015,total,9.1,5821
683,117,2015,total,11.5,1446
683,849,2015,total,10.7,40588
683,100,2015,total,12.4,989
683,376,2015,total,10.5,400
683,588,2015,total,11.1,3273
683,160,2015,total,5.4,12
683,316,2015,total,13.0,306
683,389,2015,total,9.5,8593
683,515,2015,total,10.4,1176
683,235,2015,total,9.5,465
683,973,2015,total,10.4,20462
683,967,2015,total,10.9,11119
683,196,2015,total,15.8,81
683,241,2015,total,10.7,586
683,575,2015,total,9.1,1016
683,154,2015,total,8.7,321
683,216,2015,total,8.5,272
683,260,2015,total,15.1,626
683,353,2015,total,7.4,766
683,732,2015,total,11.2,1052
683,614,2015,total,8.5,7404
683,334,2015,total,13.7,236
683,204,2015,total,11.7,1163
683,494,2015,total,10.9,11119
683,552,2015,total,12.6,674
683,521,2015,total,9.2,3611
683,142,2015,total,9.5,2264
683,295,2015,total,12.0,309
683,223,2015,total,13.9,79
683,253,2015,total,9.1,1908
683,452,2015,total,11.6,1334
683,358,2015,total,14.0,394
683,540,2015,total,11.2,5736
683,2,2015,total,11.7,673
683,49,2015,total,9.3,1260
683,844,2015,total,4.9,791
683,62,2015,total,12.4,551
683,92,2015,total,9.1,1581
683,850,2015,total,4.9,791
683,135,2015,total,12.8,945
683,328,2015,total,10.6,385
683,527,2015,total,11.1,2278
683,422,2015,total,10.4,206
683,184,2015,total,9.5,3739
683,290,2015,total,12.7,375
683,901,2015,total,8.9,97250
683,13,2015,total,5.5,18
683,488,2015,total,8.4,67029
683,594,2015,total,9.6,812
683,383,2015,total,12.4,436
683,793,2015,total,8.0,364
683,304,2015,total,13.6,251
683,608,2015,total,12.1,3357
683,265,2015,total,10.3,583
683,25,2015,total,12.2,1285
683,503,2015,total,10.4,20462
683,582,2015,total,12.3,2240
683,570,2015,total,13.4,1756
683,371,2015,total,9.9,444
683,451,2015,total,14.9,570
683,297,2015,total,8.6,101
683,607,2015,total,9.9,7682
683,342,2015,total,9.5,176
683,374,2015,total,10.3,263
683,78,2015,total,11.8,391
683,577,2015,total,11.2,968
683,905,2015,total,10.7,40909
683,327,2015,total,10.8,3282
683,93,2015,total,13.6,294
683,46,2015,total,7.7,22996
683,545,2015,total,10.4,4526
683,359,2015,total,11.0,687
683,404,2015,total,9.4,891
683,969,2015,total,8.1,18256
683,560,2015,total,10.2,8769
683,592,2015,total,13.2,1648
683,840,2015,total,8.4,67029
683,902,2015,total,9.5,46390
683,28,2015,total,12.6,501
683,121,2015,total,9.0,688
683,171,2015,total,12.9,116
683,595,2015,total,9.6,1009
683,43,2015,total,9.6,465
683,310,2015,total,13.4,560
683,798,2015,total,12.1,428
683,156,2015,total,11.0,669
683,233,2015,total,7.3,102
683,247,2015,total,12.3,633
683,283,2015,total,12.7,400
683,559,2015,total,13.2,2018
683,510,2015,total,8.4,60646
683,388,2015,total,9.7,1136
683,531,2015,total,10.0,19569
683,182,2015,total,13.6,808
683,846,2015,total,11.3,53386
683,64,2015,total,13.7,538
683,103,2015,total,13.2,121
683,970,2015,total,10.7,28096
683,150,2015,total,11.6,176
683,32,2015,total,12.3,94
683,611,2015,total,11.5,15965
683,11,2015,total,7.6,200
683,563,2015,total,10.9,1470
683,61,2015,total,8.1,356
683,843,2015,total,11.1,78335
683,153,2015,total,9.4,429
683,356,2015,total,12.7,171
683,280,2015,total,11.8,265
683,174,2015,total,14.3,218
683,795,2015,total,14.5,1012
683,385,2015,total,12.6,232
683,201,2015,total,10.9,731
683,306,2015,total,12.8,107
683,239,2015,total,9.3,996
683,727,2015,total,10.0,288859
683,82,2015,total,13.3,481
683,192,2015,total,4.0,41
683,99,2015,total,10.5,406
683,556,2015,total,11.3,7848
683,348,2015,total,11.0,253
683,35,2015,total,11.9,388
683,303,2015,total,10.5,335
683,363,2015,total,6.9,43
683,601,2015,total,9.7,24934
683,273,2015,total,10.0,263
683,164,2015,total,13.0,1709
683,618,2015,total,10.9,3927
683,382,2015,total,10.9,214
683,338,2015,total,16.3,447
683,444,2015,total,13.3,394
683,291,2015,total,12.3,174
683,489,2015,total,9.6,24631
683,57,2015,total,8.8,530
683,960,2015,total,7.7,22996
683,581,2015,total,11.2,1560
683,490,2015,total,10.3,13261
683,113,2015,total,12.2,1197
683,502,2015,total,10.2,3619
683,127,2015,total,14.3,191
683,430,2015,total,13.9,258
683,839,2015,total,4.9,791
683,854,2015,total,8.5,319
683,38,2015,total,11.7,253
683,604,2015,total,10.7,29263
683,21,2015,total,8.6,615
683,833,2015,total,9.0,107589
683,574,2015,total,8.7,4722
683,317,2015,total,9.3,2081
683,516,2015,total,8.6,1187
683,212,2015,total,6.9,136
683,966,2015,total,9.5,9522
683,257,2015,total,10.2,956
683,300,2015,total,14.9,303
683,321,2015,total,11.7,186
683,414,2015,total,12.4,1667
683,520,2015,total,11.5,2331
683,399,2015,total,15.3,272
683,167,2015,total,10.8,1028
683,75,2015,total,10.1,323
683,143,2015,total,10.7,252
683,294,2015,total,9.4,2538
683,553,2015,total,13.0,3016
683,836,2015,total,10.7,68662
683,54,2015,total,15.2,272
683,110,2015,total,11.7,191
683,519,2015,total,9.9,1870
683,963,2015,total,10.5,10339
683,493,2015,total,9.5,11420
683,269,2015,total,15.3,647
683,314,2015,total,11.8,301
683,237,2015,total,10.0,464
683,119,2015,total,10.5,494
683,361,2015,total,12.9,255
683,65,2015,total,10.4,1805
683,175,2015,total,3.4,6
683,220,2015,total,12.0,145
683,496,2015,total,11.2,9838
683,393,2015,total,10.3,2070
683,33,2015,total,10.4,1343
683,500,2015,total,12.5,13583
683,449,2015,total,8.6,127
683,971,2015,total,8.5,7725
683,378,2015,total,9.9,10417
683,847,2015,total,11.1,52018
683,181,2015,total,10.4,181
683,102,2015,total,12.8,387
683,612,2015,total,10.8,14169
683,550,2015,total,12.3,4140
683,59,2015,total,10.0,479
683,152,2015,total,10.5,5383
683,88,2015,total,10.9,1470
683,243,2015,total,12.2,403
683,293,2015,total,9.0,230
683,417,2015,total,12.6,182
683,320,2015,total,10.9,281
683,432,2015,total,11.4,540
683,959,2015,total,11.2,9838
683,523,2015,total,10.5,8179
683,9,2015,total,9.1,489
683,549,2015,total,11.8,1955
683,202,2015,total,10.6,2821
683,355,2015,total,9.8,527
683,535,2015,total,13.1,2255
683,4,2015,total,10.5,151
683,208,2015,total,12.6,72
683,420,2015,total,15.4,243
683,53,2015,total,9.8,143
683,373,2015,total,9.9,284
683,343,2015,total,12.6,319
683,606,2015,total,10.9,11119
683,835,2015,total,11.5,37747
683,302,2015,total,13.2,224
683,255,2015,total,8.8,493
683,77,2015,total,14.2,461
683,94,2015,total,10.7,2128
683,15,2015,total,5.9,34
683,596,2015,total,4.8,304
683,505,2015,total,10.9,11247
683,186,2015,total,13.0,1026
683,381,2015,total,14.8,173
683,198,2015,total,9.1,911
683,27,2015,total,5.5,16
683,965,2015,total,10.8,15639
683,903,2015,total,11.0,53185
683,517,2015,total,9.9,3699
683,584,2015,total,12.9,2024
683,491,2015,total,10.5,10339
683,579,2015,total,9.4,9946
683,107,2015,total,12.2,636
683,39,2015,total,9.0,482
683,400,2015,total,8.8,70
683,157,2015,total,11.0,192
683,263,2015,total,14.0,610
683,567,2015,total,13.0,1794
683,977,2015,total,9.5,11355
683,406,2015,total,8.9,2840
683,605,2015,total,9.5,11640
683,543,2015,total,10.5,2873
683,344,2015,total,11.9,2657
683,22,2015,total,8.9,471
683,132,2015,total,9.7,106
683,145,2015,total,8.6,611
683,524,2015,total,12.3,1471
683,530,2015,total,11.3,2778
683,226,2015,total,12.7,184
683,95,2015,total,9.9,681
683,331,2015,total,8.0,257
683,151,2015,total,11.4,3592
683,207,2015,total,10.5,995
683,398,2015,total,10.3,331
683,307,2015,total,9.3,123
683,506,2015,total,4.9,791
683,597,2015,total,5.1,420
683,76,2015,total,3.9,88
683,964,2015,total,10.2,3619
683,578,2015,total,9.8,2651
683,425,2015,total,9.2,1383
683,585,2015,total,10.7,2375
683,319,2015,total,11.0,140
683,796,2015,total,8.7,1446
683,187,2015,total,10.8,1024
683,250,2015,total,9.5,235
683,976,2015,total,10.3,13261
683,518,2015,total,9.4,15544
683,108,2015,total,11.9,332
683,497,2015,total,11.5,16426
683,268,2015,total,10.5,402
683,313,2015,total,9.4,1289
683,114,2015,total,6.3,323
683,163,2015,total,12.3,286
683,34,2015,total,4.7,40
683,349,2015,total,11.7,126
683,83,2015,total,13.6,164
683,193,2015,total,9.3,979
683,561,2015,total,11.9,463
683,591,2015,total,11.7,657
683,392,2015,total,12.5,240
683,904,2015,total,11.3,51916
683,617,2015,total,11.6,5260
683,536,2015,total,9.5,11420
683,350,2015,total,13.7,382
683,138,2015,total,11.7,615
683,58,2015,total,10.8,4106
683,219,2015,total,4.8,304
683,629,2015,total,8.4,66809
683,325,2015,total,10.6,105
683,958,2015,total,12.5,13583
683,126,2015,total,11.4,750
683,232,2015,total,10.8,123
683,841,2015,total,10.0,65191
683,431,2015,total,12.9,282
683,967,2016,total,11.3,11571
683,357,2016,total,11.4,657
683,263,2016,total,14.7,639
683,796,2016,total,9.0,1503
683,841,2016,total,10.3,67456
683,295,2016,total,12.5,319
683,340,2016,total,6.8,70
683,498,2016,total,12.3,11859
683,44,2016,total,10.8,1387
683,543,2016,total,10.6,2887
683,76,2016,total,3.9,90
683,248,2016,total,10.6,1866
683,12,2016,total,11.3,228
683,91,2016,total,9.6,2007
683,590,2016,total,11.1,3671
683,325,2016,total,10.6,103
683,389,2016,total,9.7,8805
683,402,2016,total,10.1,182
683,903,2016,total,11.3,54912
683,26,2016,total,5.1,18
683,732,2016,total,11.9,1128
683,183,2016,total,14.7,305
683,29,2016,total,14.1,510
683,139,2016,total,14.4,113
683,307,2016,total,9.7,125
683,216,2016,total,8.7,280
683,620,2016,total,5.0,810
683,605,2016,total,9.7,11976
683,260,2016,total,15.0,622
683,528,2016,total,14.3,1434
683,231,2016,total,10.8,460
683,514,2016,total,9.6,3113
683,154,2016,total,9.3,339
683,578,2016,total,10.0,2707
683,62,2016,total,13.0,580
683,540,2016,total,11.5,5887
683,328,2016,total,11.0,398
683,405,2016,total,12.9,272
683,431,2016,total,13.5,292
683,202,2016,total,11.2,3010
683,354,2016,total,8.6,292
683,589,2016,total,11.5,3797
683,658,2016,total,10.3,302148
683,375,2016,total,10.7,115
683,452,2016,total,11.5,1324
683,101,2016,total,14.2,138
683,219,2016,total,4.8,302
683,30,2016,total,12.8,89
683,844,2016,total,5.0,810
683,58,2016,total,11.1,4235
683,87,2016,total,14.4,173
683,304,2016,total,14.3,265
683,608,2016,total,12.4,3414
683,378,2016,total,10.2,10827
683,561,2016,total,12.1,472
683,151,2016,total,11.7,3680
683,971,2016,total,8.8,8032
683,383,2016,total,12.5,432
683,122,2016,total,10.3,1871
683,793,2016,total,8.6,388
683,143,2016,total,11.1,261
683,586,2016,total,11.2,1352
683,492,2016,total,11.0,29096
683,65,2016,total,10.5,1807
683,175,2016,total,3.5,6
683,847,2016,total,11.3,53720
683,314,2016,total,12.4,313
683,284,2016,total,8.6,930
683,567,2016,total,13.2,1815
683,612,2016,total,11.1,14647
683,269,2016,total,15.5,654
683,115,2016,total,9.5,212
683,721,2016,total,13.2,2594
683,539,2016,total,11.1,5684
683,974,2016,total,11.9,17028
683,197,2016,total,13.5,1103
683,259,2016,total,12.2,697
683,549,2016,total,12.2,1987
683,959,2016,total,11.6,10125
683,504,2016,total,12.0,5392
683,423,2016,total,13.1,294
683,133,2016,total,8.6,1710
683,413,2016,total,9.8,10174
683,5,2016,total,13.1,908
683,224,2016,total,12.2,261
683,118,2016,total,14.1,787
683,550,2016,total,12.7,4233
683,833,2016,total,9.4,112983
683,84,2016,total,14.1,616
683,564,2016,total,11.8,1570
683,20,2016,total,7.6,9637
683,317,2016,total,9.6,2149
683,351,2016,total,11.0,1249
683,525,2016,total,10.9,5802
683,799,2016,total,9.2,2348
683,266,2016,total,15.7,364
683,311,2016,total,11.4,546
683,112,2016,total,13.8,1107
683,157,2016,total,11.2,192
683,583,2016,total,13.5,1071
683,238,2016,total,10.5,124
683,208,2016,total,12.7,72
683,178,2016,total,10.0,431
683,161,2016,total,10.7,6425
683,191,2016,total,9.6,176
683,221,2016,total,9.5,485
683,495,2016,total,10.2,7916
683,615,2016,total,10.3,4242
683,420,2016,total,16.2,252
683,242,2016,total,9.0,1035
683,136,2016,total,9.2,327
683,393,2016,total,10.7,2193
683,23,2016,total,12.9,195
683,977,2016,total,9.9,12045
683,68,2016,total,9.1,302
683,956,2016,total,5.0,810
683,368,2016,total,12.0,694
683,347,2016,total,11.6,3474
683,501,2016,total,8.8,8032
683,235,2016,total,9.8,493
683,494,2016,total,11.3,11571
683,556,2016,total,11.7,8105
683,601,2016,total,9.9,25751
683,48,2016,total,12.4,199
683,141,2016,total,11.7,555
683,618,2016,total,11.3,4066
683,117,2016,total,12.0,1503
683,376,2016,total,11.1,423
683,421,2016,total,11.6,275
683,338,2016,total,16.3,441
683,282,2016,total,11.4,1371
683,588,2016,total,11.5,3394
683,100,2016,total,13.1,1043
683,562,2016,total,11.7,891
683,135,2016,total,13.4,981
683,164,2016,total,13.5,1762
683,854,2016,total,8.8,328
683,972,2016,total,12.3,11859
683,241,2016,total,11.0,601
683,394,2016,total,12.3,321
683,444,2016,total,13.4,395
683,382,2016,total,11.4,220
683,353,2016,total,7.7,818
683,960,2016,total,8.0,24212
683,303,2016,total,10.7,343
683,19,2016,total,12.1,146
683,371,2016,total,10.8,481
683,358,2016,total,14.5,407
683,294,2016,total,9.7,2660
683,797,2016,total,13.3,2014
683,264,2016,total,13.9,307
683,247,2016,total,13.0,675
683,527,2016,total,11.8,2415
683,574,2016,total,9.0,4933
683,253,2016,total,9.5,2034
683,568,2016,total,12.3,8605
683,223,2016,total,14.5,81
683,613,2016,total,12.7,13846
683,2,2016,total,12.3,714
683,13,2016,total,5.8,19
683,966,2016,total,10.0,10107
683,92,2016,total,9.3,1638
683,25,2016,total,12.7,1347
683,503,2016,total,10.8,21344
683,54,2016,total,15.7,280
683,196,2016,total,16.4,83
683,399,2016,total,15.0,265
683,37,2016,total,12.7,568
683,184,2016,total,9.9,3930
683,582,2016,total,12.9,2355
683,848,2016,total,9.9,47287
683,488,2016,total,8.8,70968
683,515,2016,total,10.8,1217
683,594,2016,total,10.0,848
683,321,2016,total,12.9,204
683,836,2016,total,11.0,70822
683,66,2016,total,9.9,425
683,327,2016,total,11.4,3480
683,265,2016,total,10.6,609
683,370,2016,total,11.9,347
683,526,2016,total,10.1,2561
683,310,2016,total,14.1,589
683,78,2016,total,12.1,400
683,445,2016,total,8.9,617
683,111,2016,total,11.3,105
683,451,2016,total,14.9,564
683,901,2016,total,9.2,102205
683,978,2016,total,9.9,25441
683,61,2016,total,8.6,374
683,252,2016,total,14.6,996
683,798,2016,total,12.9,451
683,843,2016,total,11.5,81168
683,228,2016,total,10.6,3276
683,427,2016,total,17.0,741
683,837,2016,total,11.0,26736
683,288,2016,total,9.0,848
683,24,2016,total,6.1,87
683,698,2016,total,13.3,2124
683,55,2016,total,10.2,2561
683,210,2016,total,5.2,13
683,346,2016,total,11.9,89
683,499,2016,total,11.1,16149
683,545,2016,total,10.8,4724
683,209,2016,total,10.0,89
683,171,2016,total,13.3,117
683,36,2016,total,9.7,543
683,607,2016,total,10.2,7916
683,408,2016,total,11.8,1436
683,388,2016,total,10.0,1186
683,403,2016,total,6.3,255
683,234,2016,total,7.9,796
683,602,2016,total,10.7,13814
683,619,2016,total,11.5,7655
683,116,2016,total,15.7,252
683,521,2016,total,9.5,3754
683,283,2016,total,13.4,420
683,73,2016,total,11.2,1073
683,339,2016,total,10.0,3184
683,43,2016,total,10.1,491
683,587,2016,total,12.8,1998
683,204,2016,total,11.8,1167
683,258,2016,total,11.1,87
683,563,2016,total,11.1,1502
683,271,2016,total,7.8,383
683,973,2016,total,10.8,21344
683,85,2016,total,10.3,6554
683,575,2016,total,9.4,1049
683,352,2016,total,12.2,248
683,551,2016,total,10.8,7674
683,961,2016,total,9.5,5148
683,153,2016,total,9.7,441
683,18,2016,total,15.5,155
683,97,2016,total,9.7,1607
683,113,2016,total,12.6,1229
683,207,2016,total,10.8,1027
683,160,2016,total,5.1,11
683,584,2016,total,13.4,2116
683,239,2016,total,9.9,1073
683,552,2016,total,13.3,699
683,192,2016,total,4.1,43
683,177,2016,total,9.3,6010
683,614,2016,total,8.8,7693
683,145,2016,total,9.0,650
683,334,2016,total,14.4,246
683,272,2016,total,8.7,60
683,502,2016,total,10.3,3699
683,319,2016,total,11.3,143
683,195,2016,total,13.9,887
683,257,2016,total,10.5,991
683,850,2016,total,5.0,810
683,976,2016,total,10.7,13814
683,363,2016,total,7.5,47
683,38,2016,total,12.5,268
683,82,2016,total,13.9,494
683,581,2016,total,11.7,1613
683,849,2016,total,11.0,42156
683,398,2016,total,11.0,352
683,53,2016,total,10.4,151
683,489,2016,total,9.9,25441
683,348,2016,total,10.8,250
683,835,2016,total,11.9,39012
683,425,2016,total,9.6,1456
683,490,2016,total,10.7,13814
683,617,2016,total,12.0,5392
683,49,2016,total,9.4,1284
683,570,2016,total,13.6,1766
683,110,2016,total,12.4,198
683,142,2016,total,9.6,2321
683,493,2016,total,9.7,11750
683,369,2016,total,13.3,613
683,414,2016,total,12.8,1727
683,163,2016,total,12.7,294
683,313,2016,total,10.1,1378
683,392,2016,total,13.4,253
683,268,2016,total,10.4,387
683,523,2016,total,11.0,8514
683,519,2016,total,10.3,1932
683,422,2016,total,11.0,215
683,21,2016,total,9.0,637
683,520,2016,total,11.7,2359
683,290,2016,total,13.0,382
683,316,2016,total,13.4,317
683,99,2016,total,10.8,418
683,958,2016,total,12.7,13846
683,699,2016,total,4.6,66
683,449,2016,total,9.6,142
683,342,2016,total,10.3,191
683,404,2016,total,9.7,927
683,359,2016,total,11.3,707
683,387,2016,total,12.3,180
683,93,2016,total,14.3,303
683,432,2016,total,11.7,545
683,603,2016,total,10.9,10778
683,233,2016,total,8.1,114
683,905,2016,total,11.0,42495
683,323,2016,total,9.9,1544
683,558,2016,total,13.6,1655
683,74,2016,total,11.2,4275
683,541,2016,total,10.0,5029
683,59,2016,total,10.9,528
683,965,2016,total,11.1,16149
683,374,2016,total,10.9,280
683,166,2016,total,11.2,75
683,121,2016,total,9.1,718
683,305,2016,total,14.2,494
683,152,2016,total,11.1,5684
683,531,2016,total,10.3,20298
683,576,2016,total,8.1,2050
683,962,2016,total,12.0,5392
683,384,2016,total,13.7,428
683,794,2016,total,9.1,850
683,320,2016,total,11.6,295
683,516,2016,total,8.9,1238
683,293,2016,total,9.1,239
683,595,2016,total,10.0,1039
683,296,2016,total,10.7,548
683,356,2016,total,13.0,173
683,77,2016,total,14.5,468
683,32,2016,total,13.0,99
683,968,2016,total,11.4,11721
683,902,2016,total,9.8,48068
683,842,2016,total,10.9,80937
683,127,2016,total,15.2,200
683,60,2016,total,11.2,1400
683,510,2016,total,8.7,64290
683,838,2016,total,11.4,11721
683,579,2016,total,9.6,10393
683,11,2016,total,8.6,227
683,302,2016,total,13.7,230
683,103,2016,total,12.6,114
683,182,2016,total,13.8,816
683,148,2016,total,9.2,118
683,592,2016,total,13.8,1696
683,381,2016,total,15.6,182
683,35,2016,total,11.8,383
683,606,2016,total,11.3,11571
683,845,2016,total,9.2,102205
683,63,2016,total,12.2,775
683,173,2016,total,9.9,279
683,385,2016,total,12.7,232
683,430,2016,total,14.8,273
683,126,2016,total,11.8,767
683,406,2016,total,9.2,2980
683,95,2016,total,10.4,721
683,250,2016,total,9.7,241
683,963,2016,total,10.9,10778
683,39,2016,total,9.2,494
683,132,2016,total,10.3,109
683,344,2016,total,12.1,2684
683,312,2016,total,12.5,1690
683,524,2016,total,13.1,1546
683,150,2016,total,12.1,185
683,518,2016,total,9.6,16071
683,57,2016,total,9.1,550
683,212,2016,total,7.1,143
683,839,2016,total,5.0,810
683,108,2016,total,12.9,359
683,609,2016,total,11.4,7179
683,597,2016,total,5.3,442
683,291,2016,total,13.2,186
683,559,2016,total,14.0,2099
683,727,2016,total,10.3,300529
683,22,2016,total,9.1,487
683,200,2016,total,9.4,337
683,610,2016,total,12.3,11859
683,226,2016,total,13.2,191
683,547,2016,total,12.4,3414
683,957,2016,total,10.2,7916
683,206,2016,total,11.1,526
683,34,2016,total,5.2,44
683,435,2016,total,3.6,10
683,585,2016,total,10.9,2444
683,187,2016,total,11.0,1053
683,232,2016,total,11.0,124
683,553,2016,total,13.3,3082
683,75,2016,total,11.0,352
683,506,2016,total,5.0,810
683,536,2016,total,9.7,11750
683,285,2016,total,14.3,375
683,497,2016,total,11.9,17028
683,330,2016,total,12.4,391
683,45,2016,total,14.4,366
683,904,2016,total,11.7,53659
683,114,2016,total,6.2,321
683,193,2016,total,9.4,1012
683,167,2016,total,11.3,1072
683,273,2016,total,10.5,275
683,577,2016,total,11.5,992
683,975,2016,total,9.7,11750
683,138,2016,total,12.4,644
683,28,2016,total,13.1,519
683,350,2016,total,14.3,400
683,179,2016,total,10.6,512
683,300,2016,total,15.5,310
683,604,2016,total,10.9,30288
683,83,2016,total,13.9,170
683,349,2016,total,12.5,132
683,261,2016,total,9.5,8379
683,33,2016,total,10.7,1381
683,280,2016,total,12.3,275
683,220,2016,total,12.2,146
683,554,2016,total,14.1,1340
683,297,2016,total,8.7,102
683,237,2016,total,10.5,491
683,616,2016,total,10.8,21140
683,355,2016,total,10.2,542
683,400,2016,total,9.1,72
683,969,2016,total,8.5,19456
683,156,2016,total,11.1,669
683,46,2016,total,8.0,24212
683,201,2016,total,11.1,748
683,102,2016,total,12.7,386
683,361,2016,total,13.6,262
683,417,2016,total,12.3,178
683,27,2016,total,4.9,14
683,629,2016,total,8.8,70742
683,496,2016,total,11.6,10125
683,9,2016,total,9.3,503
683,70,2016,total,11.9,336
683,181,2016,total,10.8,190
683,591,2016,total,12.1,670
683,88,2016,total,11.1,1502
683,243,2016,total,12.7,417
683,274,2016,total,11.1,151
683,500,2016,total,12.7,13846
683,336,2016,total,10.3,642
683,301,2016,total,17.5,355
683,560,2016,total,10.5,9120
683,69,2016,total,11.6,162
683,255,2016,total,8.9,503
683,535,2016,total,13.5,2324
683,840,2016,total,8.8,70968
683,94,2016,total,11.1,2220
683,174,2016,total,14.6,224
683,64,2016,total,14.3,551
683,144,2016,total,13.5,246
683,373,2016,total,9.8,286
683,846,2016,total,11.7,55161
683,15,2016,total,5.9,34
